"","plot.id","Hexagon","Plot","Species1","Height","DBH","SPHt","BAt","BA.ha"
"534","H4P1","4","1","Bl",NA,33.7,25,0.0891968840188848,2.22992210047212
"535","H4P1","4","1","Sx",NA,12,25,0.0113097335529233,0.282743338823081
"536","H4P1","4","1","Sx",NA,24.1,25,0.0456167107282872,1.14041776820718
"537","H4P1","4","1","Sx",NA,8.8,25,0.00608212337734984,0.152053084433746
"538","H4P1","4","1","Sx",NA,12.9,25,0.0130698108370969,0.326745270927423
"539","H4P1","4","1","Sx",NA,18.8,25,0.0277591126871194,0.693977817177985
"540","H4P1","4","1","Sx",NA,13.8,25,0.014957122623741,0.373928065593525
"541","H4P1","4","1","Bl",NA,15.1,25,0.0179078635236252,0.44769658809063
"542","H4P1","4","1","Bl",NA,46,25,0.1661902513749,4.1547562843725
"543","H4P1","4","1","Sx",NA,15.3,25,0.0183853856069709,0.459634640174272
"544","H4P1","4","1","Sx",NA,50.6,25,0.201090204163629,5.02725510409073
"545","H4P1","4","1","Bl",NA,33.2,25,0.0865697271623204,2.16424317905801
"546","H4P1","4","1","Bl",NA,48.2,25,0.182466842913149,4.56167107282872
"547","H4P1","4","1","Sx",NA,10.9,25,0.00933131557932508,0.233282889483127
"548","H4P1","4","1","Bl",NA,25.2,25,0.0498759249683916,1.24689812420979
"549","H4P1","4","1","Bl",NA,22.7,25,0.0404707819617071,1.01176954904268
"550","H4P1","4","1","Sx",NA,8.1,25,0.00515299735005066,0.128824933751266
"551","H4P1","4","1","Sx",NA,51.5,25,0.208307227887088,5.20768069717721
"552","H4P1","4","1","Bl",NA,9.1,25,0.00650388219109427,0.162597054777357
"553","H4P1","4","1","Bl",NA,13.8,25,0.014957122623741,0.373928065593525
"554","H4P1","4","1","Sx",NA,21.3,25,0.0356327292751788,0.890818231879471
"555","H4P1","4","1","Sx",NA,15.7,25,0.0193592793295837,0.483981983239593
"556","H4P1","4","1","Bl",NA,55.2,25,0.239313961979856,5.9828490494964
"557","H4P1","4","1","Sx",NA,9.8,25,0.00754296396126909,0.188574099031727
"558","H4P1","4","1","Sx",NA,15.7,25,0.0193592793295837,0.483981983239593
"559","H4P1","4","1","Sx",NA,15.6,25,0.0191134497044403,0.477836242611008
"560","H4P1","4","1","Sx",NA,42.4,25,0.14119574022294,3.52989350557349
"561","H4P1","4","1","Bl",NA,38.5,25,0.116415642769587,2.91039106923967
"562","H4P1","4","1","Bl",28.3,47.8,25,0.179450913965703,4.48627284914256
"563","H4P1","4","1","Sx",34,55,25,0.237582944427728,5.9395736106932
"564","H4P1","4","1","Sx",33.8,45.8,25,0.164748260346902,4.11870650867256
"565","H4P1","4","1","Bl",37.7,61.3,25,0.295128282461696,7.37820706154239
"566","H4P1","4","1","Sx",NA,12,25,0.0113097335529233,0.282743338823081
"567","H3P2","3","2","Bl",NA,25.9,25,0.0526852941988642,1.31713235497161
"568","H3P2","3","2","Bl",NA,18.4,25,0.026590440219984,0.6647610054996
"569","H3P2","3","2","Bl",NA,27.2,25,0.0581068977207968,1.45267244301992
"570","H3P2","3","2","Bl",NA,27,25,0.057255526111674,1.43138815279185
"571","H3P2","3","2","Bl",NA,14.6,25,0.01674154725098,0.4185386812745
"572","H3P2","3","2","Bl",NA,21.4,25,0.0359680942909495,0.899202357273739
"573","H3P2","3","2","Bl",NA,9,25,0.00636172512351933,0.159043128087983
"574","H3P2","3","2","Bl",NA,20.2,25,0.0320473866592695,0.801184666481737
"575","H3P2","3","2","Sx",NA,12.5,25,0.0122718463030851,0.306796157577128
"576","H3P2","3","2","Sx",NA,15.6,25,0.0191134497044403,0.477836242611008
"577","H3P2","3","2","Bl",NA,10,25,0.00785398163397448,0.196349540849362
"578","H3P2","3","2","Ep",NA,27.5,25,0.059395736106932,1.4848934026733
"579","H3P2","3","2","Bl",NA,7.8,25,0.00477836242611008,0.119459060652752
"580","H3P2","3","2","Bl",NA,22.7,25,0.0404707819617071,1.01176954904268
"581","H3P2","3","2","Bl",NA,23.6,25,0.0437435361085843,1.09358840271461
"582","H3P1","3","1","Sx",NA,9.4,25,0.00693977817177985,0.173494454294496
"583","H3P2","3","2","Sx",NA,13.5,25,0.0143138815279185,0.357847038197962
"584","H3P2","3","2","Ep",NA,21.3,25,0.0356327292751788,0.890818231879471
